events,transcript,recalled,recall_duration,recall_wordcount
21,"And so then they deliver her her new like robotic man, I guess like very realistic robotic man. And he's the one she like requested. And so he comes in, and the other guy gets wheeled out, who’s like shut down, and then new guy hasn’t been activated yet.And so he comes in, and the other guy gets wheeled out, who’s like shut down, and then new guy hasn’t been activated yet.",1,22,72
22,"And, or husband I guess, and then they sit down at dinner, and you know he slowly comes to life. And so he grabs the napkin in sort of a clunky manner, and then she is sitting across the table, and he asks if she wants, if he wants wine, and she says, he says no, because he has a climb tomorrow. And then she, she says, she sort of looks upset, because she kind of wanted a boyfriend that would drink with her. And then he says, you know, “Asparagus is an aphrodisiac.” And then he says, you know, “Asparagus is an aphrodisiac.”",1,25,104
23,"And then he comes over to her, and he starts massaging her and asking about her day. And she says she got lunch with Anna, and then she got stuff for dinner tonight, since it’s their anniversary. And she, and then as he's massaging her, he switches off her switch, ‘cause it turns out she’s a robot too.",1,16,58
24,And then he goes down and sits and watches TV and smokes a cigarette.,1,2,14
25,"And then there's the Shoe clip, where there's a zoomed in picture of the shoe.",1,3,15
26,,0,,0
27,"And then this guy is walking, and everything he does, the girl sort of copies. And as they're walking down the street, you know, he sort of waves, and she waves back, and then he sort of like, you know, walks funny, and she walks funny, and then she walks down behind this sort of like box, and she's hidden from view, and he copies her then. And then she walks to the intersection, and she sort of like waves at him to stop, but he doesn’t get it, and he like waves back at her and keeps going, ‘cause he's like mimicking her.",1,21,104
28,"And then he gets hit by a car, and he likes cracks the windshield. And then the car like goes airborne, and then the car flips over and crashes, and the window pane falls out.",1,10,35
29,"And then there’s Keith Reynolds, and it says, “Keith Reynolds can't make it tonight.”",1,3,14
30,"then he, there's a cartoon, and he's like going into work. And he wants a promotion. And he says, and he's riding up the elevator, and he says he's the most junior, or most senior junior businessman, and he is riding up the elevator. And today’s the day when he wants to get a promotion, and he wants the promotion, ‘cause there's this girl that he likes. And so as he walks in through the entryway, there's people like tossing paper into the trashcan, and I guess there's a, someone sitting at the desk. And he goes up to the floor where there's a lady who is the one he likes, and he always gives her coffee. I think it’s Sara is the girl’s name.And he gives her coffee, but apparently she doesn’t like coffee, so she throws it out the window, and it hits the guy who I think is cleaning the windows.",1,40,154
31,"And he falls down, and then a guy on the floor below, like HR guy, sees the guy fall down past the window, and he like doesn’t know what it is, so he looks out the window, and he sees someone on the ground, so he calls an ambulance.",1,9,49
32,"And so then Keith Richards goes up to another floor on the elevator, or another couple floors to see about his promotion. And the guy who’s in there right before is getting a promotion, and so he's get a really firm handshake, and he's signing with this pen. And the guy who’s in there right before is getting a promotion, and so he's get a really firm handshake, and he's signing with this pen. Whereas like Keith is, goes into the meeting about the promotion, and the handshake is not as firm as he thought it would be, and he doesn’t see the pen. He doesn’t think he's gonna get the promotion, and he doesn’t, but the other guy who got it is like making out with Sara. And then Keith is all sort of dejected, and he rides down to see Sara, and he's like, “Maybe I’ll get her another coffee.”",1,40,152
33,"And the guy’s like, and when the elevator door opens, he sees the other guy making out with Sara, and then the guy gets in the elevator with him. And then as Keith gets off the elevator, he says something to the guy that he's never said to anyone before. Then the other guy gets upset, and he like punches Keith, and he's wondering if he's gonna be bruised tomorrow. Then he punches back, and he like beats the other guy up, and the other guy falls down, and then he like swings like his briefcase into the other guy’s head, and he kills the guy.",1,22,106
34,"And then he drags, then he’s trying to realize what to do with the dead body, and this other woman wants, has to go upstairs for some reason, I forget why. And the guy, and you think she's gonna take the elevator, but then apparently she had a New Year’s resolution, so she takes up the stairs. Then Keith’s like, he doesn’t wanna ride the elevator, ‘cause somebody could call the elevator, and then he’d see him with this dead body and all bloody and stuff. And so he drags him down the stairs, and so they run into this lady. And then she, as she's walking up the stairs, on the sixth floor or something, then she falls back when she sees Keith dragging this dead body. And then she hits her head, and she dies, and he's like, “That was an accident.”",1,30,144
35,"And then he keeps going, and then he's like, “Maybe I shouldn’t walk down the stairs,” and so he's gonna go out through the window, ‘cause he sees a ladder there, which is the ladder that that other guy fell off of. And so as he's going up the ladder, then Sara comes to see this guy she likes, I think his name is Sam maybe. And she sees the dead body, and Keith dragging it, and she faints, but she doesn’t die, because she's not near the stairs.",1,20,89
36,"And then he throws the other guy out the window, and then he is on the ladder. And there's this new guy who’s like mopping the floor, and he sees him, and Keith’s like balancing on the ladder.",1,9,38
37,"And so first it’s this big rock, mountain rock, and there's like dinosaurs and stuff.",1,5,15
38,"And then he goes to sleep, and he wakes up, and there's like a guy cutting down a tree on top of the rock. And he's trying to go back to bed, but the like construction is making a lot of noise, or like go back to sleep, and so the. The rock can't sleep, so he like picks up and moves, and he moves to this other spot, where he's sort of on the side of a bigger rock. And then these guys come and get him, so they can turn him into a wheel. And so they shave him down, and then he's like in sort of this like, not a factory, but like a place, and he's like being spun around. and the rock is being spun around.",1,30,131
39,"Then some army people come in to get him, and then they make him into a cannonball, and he's like shot at the ship, and he breaks the ship’s mast. And then he falls down in the water. And he becomes, every time he gets a little bit smaller, and he turns into like a little pebble, and then he washes up on the shore or something, ",1,17,68
40,"and this scientist finds him, ‘cause he has like a, you know, some sort of record of an insect or something in the side of him that broke off.",1,6,29
41,"And so then he's in a museum, and this kid runs up and slams on the glass door, and he falls out the back.",1,4,24
42,"And then he goes outside, and then somebody kicks him around.",1,4,11
43,"And then he becomes sort of sand, and he gets to sleep a bit. And then the sand gets sucked up and gets made into glass.",1,8,26
44,And then the sand gets sucked up and gets made into glass.,1,2,12
45,"And he's shot up in this rocket, and it’s this, he's like part of the lens or something. And then the rocket hits like an asteroid, and then it like breaks or something, and it falls onto this planet. And then it’s like stormy planet, and he becomes a big mountain again, and he gets to sleep. And then there's like trees and green stuff growing.",1,16,66
46,"There was also the Prisoner, where this guy is in this like town, and he's trying to figure out where it is, and it’s called Your Village. And he is trying to figure out where it is and get out of it. And he can't like, nobody will answer him. And so he goes into this shop, and they're not really helpful.",1,13,62
47,,0,,0
48,"And then he goes out and he sees this map with like a light-up board, and so he presses something, and it calls a taxi.And this woman comes up, and she's talking to him in French, and she says something to him like, “ou est-ce que tu veux aller.” And he's like, “Can you take me out of this town? Why did you speak to me in French?” and she's like, “Well it’s really international.”",1,16,75
49,"And he's like, “Can you take me out of this town? Why did you speak to me in French?” and she's like, “Well it’s really international.” ""I thought maybe you were like Czech or Polish or something.” They're driving, she's like, he's trying to get her to like drive her outside of this town, and she's says it’s only a local taxi.  So she drops him off at this store.",1,13,71
50,"And the guy was speaking in another language when he walks in the store, not French or English, like.",1,4,19
51,"And he goes in this store, and he asks for a map. And the guy’s like, “Do you want black or white or color?” and he's like, “I don’t really care.” And so then he asks for the map, and the guy gives him a black and white map. And it’s like not really helpful ‘cause it’s just like a map of the village with like mountains and sea, and it says like “Your Village.” And he's like, “Can I have a larger map?” and he's like, “Well I have color, but it will be a lot more expensive.” And he's like, “That’s okay,” and then he asks him for the color map, and he gets it, and it’s larger, but it’s actually the same map, like it doesn’t extend any further, And he's like, “That’s okay,” and then he asks him for the color map, and he gets it, and it’s larger, but it’s actually the same map, like it doesn’t extend any further,",1,28,165
52,,0,,0
53,,0,,0
54,,0,,0
55,,0,,0
56,"Then there's a clip about Post-It Love, where there's this guy and this girl who work in the same office, and they, they're sort of in nearby cubicles.",1,9,28
57,"And the guy sits at his desk, and he's sees this paper, and blue paper, and he opens it up, and there's a smiley face of like two eyes and a mouth made out of post-it notes.",1,8,37
58,"And so he puts a like, she raises the blinds, and there's like a sun made out of post-it notes on her window. And then he goes into the bathroom, and he's looking at the mirror, and one of the stalls a guy goes into, and there's like a thought cloud with a heart in it, like just attached to his head while he's looking at the mirror.",1,18,68
59,"And then he, she goes into a closet, and she turns on the light with one of those dangling chains. And then there's like a bouquet of flowers that looks like she's holding from her hand being up holding the chain. And then she grabs like a whole armful of post-it notes. She walks down to make like a drawing for this guy on this big empty wall, except he already made a drawing of the two of them, and he's like finishing her barrette. And she walks in, and it’s both their faces.",1,25,94
60,"And then there's the Bus Stop, where there’s this guy who’s hanging out there, and he's super sweaty, and he's holding like an ice cream. And he's waiting for the bus, and this woman drives up, and she gets out of the car, and she tries to use a payphone, and it’s not working, and the car’s sort of like rolling away.",1,14,62
61,"And then she walks up to this guy, and she's like, “Can I borrow your phone? I promise I'm not gonna steal it.” And the guy’s like, “Okay,” and so he gives it to her, and she calls, and she's like talking to somebody on the phone, and she's like, “I’m here.” And the guy is like watching her. She looks really upset. And then she, at the end of the conversation, she throws the phone down and breaks it.",1,17,80
62,"And then he’s like the one who lent her the phone, and so he looks at his broken phone, and he's like, “It’s broken. Can I have sixty dollars?” And she's like not really paying attention to him.",1,7,38
63,"Then this other car drives up, and this guy gets out, and the woman’s like, “Where is she?” And this guy who was waiting and all sweaty with the headphones, he's walking over there, and he's like, you know, “Can I have sixty dollars?” and this guy’s like, the guy who drove up is like, “Who is that?” and she's like, “It’s a friend.”",1,12,64
64,"Then this other car drives up, and this guy gets out, and the woman’s like, “Where is she?” And this guy who was waiting and all sweaty with the headphones, he's walking over there, and he's like, you know, “Can I have sixty dollars?” and this guy’s like, the guy who drove up is like, “Who is that?” and she's like, “It’s a friend.” the woman’s still really upset and trying to figure out “Where is she?” And she gets out a gun and points it at both of them, and the guy is like, “Do you recognize us?” And he's like, “Oh you're the magician, and she's your assistant.”",1,23,110
65,"And she gets out a gun and points it at both of them, and the guy is like, “Do you recognize us?” And so I guess that happened earlier, and then the guy gets out, is a magician, and he's like, makes a gun appear in his hand sort of magically. And then he's pointing a gun at her.",1,16,59
66,"And then he starts doing this sort of spell on the guy. And she goes around, the woman goes around to the trunk of the car and is trying to open the trunk, but she can't really get it open. And then he's meanwhile doing this spell, and the guy’s sort of getting all drowsy and like the ice cream all melted pours out. And then the woman opens up the trunk, and I guess whatever she sees in there makes her really upset. And I, we don’t know yet what she sees, and so she comes out. And the other, the guy who was having the spell be done on him sort of falls down.",1,26,116
67,"And the guy is trying to remember the end of the spell, and so he grabs a crumpled up piece of paper. And meanwhile she shoots him. And the other guy, the magician sort of shoots back at the woman, and so they're both dead, the magician and his helper.",1,11,50
68,"And the other guy sort of turns into a dog. Then we find out there's this woman in the trunk, and she had also been turned into a dog. And so the guy who’s now a dog like eats the melted ice cream, and then the girl comes out, and they're like barking to each other. And then they like approach each other and sort of sniff each other like dogs. Then he rolls on his back, and then they sort of like walk away together, I mean like crawl away like dogs.",1,19,93
