events,transcript,recalled,recall_duration,recall_wordcount
18,"She insults him, and later sees he’s upset. She sits on his lap to console him, while with her hand moves behind his neck to turn off a switch that is there, and the man seems to be deactivated.",1,13,39
19,"She sits on his lap to console him, while with her hand moves behind his neck to turn off a switch that is there, and the man seems to be deactivated.",1,9,31
20,"We learn that he was a robot, and we see the woman on the computer, looking at other models of robot. She finally selects and orders one that she likes.",1,10,30
21,"It arrives shortly thereafter. They remove the older model, but she first kisses him and removes the wedding ring, and places it on the newer one.",1,9,26
22,"The opening scene seems to repeat with much of the same dialogue, but with a much more favorable rapport to the woman.",1,6,22
23,"The man makes his way over to the other side of the table and begins to massage her shoulders, and finally pulling the switch on the back of her neck, revealing her to also be a robot, ",1,12,38
24,"and whereupon he relaxes, lights a cigarette, and watches television.",1,3,10
25,"There's a text on the screen saying, “How do they get there?” with an image of a shoe on the pavement.",1,6,21
26,"You see it belongs to a man, who’s leaning against a car and drinking a carton of milk. The owner in the car, the owner of the car, a older gentleman in a tank top, shoos the man away,  and he goes walking down the sidewalk, ",1,16,48
27,"where he notices a girl on the opposite side of the street in a red sweater, who begins to imitate his movements. They go back and forth, imitating various gestures. When the girl begins to warn him of an oncoming car, which he interprets as a new gesture to imitate and is hit by the car,  ",1,29,58
28,"and his shoe gets knocked off and goes flying through the air and lands on the side of the curb. The camera pans down the curbside, where we see another shoe, presumably from an earlier similar incident.",1,15,37
29,,0,,0
30,"Philip Reynolds has worked in the office for 8 years, and today he is expecting a promotion. He first takes the elevator up to an employee’s lounge, where every day he offers a cup of coffee to his coworker Sara, who every day refuses. And today she tosses the coffee out the window, which seems to hit a window washer in the face and cause him to fall.",1,32,68
31,,0,,0
32,"And while this is happening, another employee at the company, possibly Philip’s rival, his last name is Campbell, has received a promotion of his own, possibly the one that Philip was waiting for. Campbell goes to tell Sara the news of his promotion. She's pleased, and they're kissing in the employee’s lounge. Meanwhile, Philip has discovered that he has not been promoted, and he goes back downstairs to the lounge to discover Campbell and Sara kissing.",1,60,76
33,"Campbell goes onto the elevator. And Reynolds kills Campbell in the elevator,",1,21,12
34,"later dragging him out to one of the upper floors, and dragging his body down the stairs. They soon find another employee who’s taken the stairs, rather than the elevator, as part of her New Year’s resolution, and she faints,  ",1,22,42
35,and Reynolds finally has the idea to use the ladder he had earlier seen against the outside of the building and exit with Campbell’s body.,1,8,25
36,"I believe Campbell’s body falls to the ground, and when Reynolds goes out the window onto the ladder, the ladder begins to sway. And Reynolds is face-to-face with a janitor whom he had never seen before, and he reflects that most people, like him, share the same desires and ambitions.",1,32,50
37,"There is a large mountain, I'm assuming in the Prehistoric Age. It’s a very sleepy mountain, and as time passes, the mountain gets reduced to the size of a hill, on which a tree is growing, and some men cut down the tree to begin building a cabin.",1,32,48
38,"the mountain gets reduced to the size of a hill, on which a tree is growing, and some men cut down the tree to begin building a cabin. And the rock is annoyed by the noise and gets himself up and moves over to a mountainside. And he's pulled from the mountainside and hitched to a mule, where he is fashioned into a millstone,  ",1,30,66
39,"and then later is taken by soldiers, fashioned into a cannonball,  fired at a ship, broken into a number of pieces, and then as the fragment settles in a river.",1,18,31
40,He's later found by an archaeologist with a fossilized crustacean on his back and displayed in a museum.,1,8,18
41,"He's later found by an archaeologist with a fossilized crustacean on his back and displayed in a museum. An excited child, pounding against the glass of the exhibit, pushes the rock  down into a garbage chute, I believe.",1,26,39
42,,0,,0
43,"He's finally reduced to a grain of sand, which is collected and fashioned into a lens ",1,6,17
44,"He's finally reduced to a grain of sand, which is collected and fashioned into a lens ",1,6,17
45,"that is to be a part of a satellite, which is shot into space,  crashes, and enters upon a different planet, very much like the scene at the beginning, and he's formed as a mountain again and finally gets to sleep.",1,14,42
46,"We see a man dressed all in black. He approaches a woman in a cafe. He's asking where he is. She's unable to help him, and he finds his way over to a telephone.",1,18,34
47,"She's unable to help him, and he finds his way over to a telephone. He wants to make a phone call, but he does not know a number, and the operator disconnects.",1,16,32
48,"At an information board, he is able to summon a taxi, which can only take him within the town itself.",1,6,20
49,"He gets out of the taxi and enters a general store, where he asks for a map. It’s a very multicultural, cosmopolitan kind of town. The taxi driver appears to be Asian, and she addressed the man in black in both English and French, and they mention the Poles and Czechs.",1,26,51
50,"The keeper of the general store, I believe, was addressing customer in Italian.",1,3,13
51,"He gets out of the taxi and enters a general store, where he asks for a map. He asks the storekeeper for a map. The storekeeper first produces a small one in black and white, which only shows the local area, but surrounded by mountains. The man in black asks for a larger map. The storekeeper produces this one in color, but simply a larger version of the same local area, and he remarks that other maps are not in demand. When the man in black exits the store, the storekeeper says, “I’ll be seeing you,” which was the same closing salutation used by the taxi driver.",1,44,107
52,"We see another man in an office, at a copy machine, in a very dimly lit environment. The copy machine seems to malfunction and produces a sheet of paper with a large black circle in the center, which he puts to the side, and continues to make his copies.",1,17,49
53,"He finishes a cup of coffee, which he absentmindedly tosses off to the side and finds it disappears into the hole. He reaches his hand in to retrieve it, and discovers that this hole is…",1,11,35
54,,0,,0
55,,0,,0
56,"There is a young man and a young woman working in an office, making copies in copy machines on either side of a partition.",1,6,24
57,"They notice each other, and when the young man returns to his desk, he opens a blue folder, and finds inside post-it notes in the shape of a smiley face. He looks over to see the young woman, who was watching his reaction, ",1,19,44
58," and later that day or the next day, the young woman approaches her cubicle and raises the blinds and finds post-it notes in the shape of a sun against the window. And later the man finds post-its in the shape of a heart in a thought cloud on what I believe was the door of a bathroom stall.",1,39,59
59,"And we see the young woman in a supply closet, where she sees a post-it message of a bouquet of flowers. She leaves the supply closet with an armload of post-its of different colors and sizes, only to walk in on the young man completing a mural-sized post-it mosaic of the two of them, and she's very moved.",1,21,58
60,"You see a man standing on a street corner at a bus stop. This is a very hot day. He's sweating, and he has a carton of ice cream in a plastic bag he's holding. He’s listening to his headphones waiting for the bus, when there is at the side of the frame an SUV stopped outside of a pay telephone. A woman gets out and attempts to use the phone, is frustrated, smashes the phone back in the terminal.",1,24,80
61,"She approaches the man at the bus stop, asking if she could use his phone. She's very arrogant. He complies, and she gets a few steps away and makes a phone call. She's very distraught and seems to be angry with the person she's speaking to and asking about another person’s welfare. She smashes the phone against the ground, ",1,26,60
62,"and the man at the bus stop remarks that it is broken, and asks if he could have maybe sixty dollars to help replace it. She pays him no attention.",1,10,30
63,"A second vehicle arrives and parks under a bridge. A man exits, and this seems to be the person whom the woman was waiting for or speaking to earlier on the phone.",1,14,32
64,"The man at the bus stop recognizes the man in the car as a magician named Aldini, who often performs at a local casino and recognizes the woman as his assistant.",1,8,31
65,"We cannot see what she sees, but she appears very distraught by what she sees in the trunk of the car, and she pulls a gun on Aldini, who produces one of his own. The assistant fires into the air.",1,12,40
66,"The assistant goes to the trunk of Aldini’s car and opens it. While the assistant was inspecting the trunk of the car, Aldini performed a kind of spell over the bus stop man, which at first seemed to hypnotize him, causing him to lose consciousness, ",1,17,46
67,"and then upon wakening, seemed to believe that he was a dog, and he laps at the melted ice cream that had spilled from his bag earlier. Aldini and his assistant are both at a stand-off, and each shoots the other.",1,25,41
68,"The man from the bus stop, who is now behaving as if he were a dog, begins to crawl down the street.And then we see a second person as a dog, a woman who possibly was in the trunk of Aldini’s car,and then they go together as dogs.",1,19,48
