events,transcript,recalled,recall_duration,recall_wordcount
17,"At one point she throws wine on him, he starts smoking a cigarette inside, she gets upset, she puts it out, he starts smoking a cigarette inside again, um, and uh she sort of pretends that she's trying to, oh right, she yells at him that she's upset about the relationship in general, that he's very mechanical and that the most she can hope for is that later they'll have some short mechanical sex, ",1,24,75
18,"I think that's how she puts it, and then she says, sorry, or at least pretends to apologize, walks over to him, sits next to him, and at that point the camera cuts to the back of his neck, where you see there's an on-off switch, ",1,8,47
19,"I think that's how she puts it, and then she says, sorry, or at least pretends to apologize, walks over to him, sits next to him, and at that point the camera cuts to the back of his neck, where you see there's an on-off switch, and while she's pretending to comfort him, she actually turns him off. So at that point it's obvious he's a robot of some sort. ",1,12,71
20,"And um she is then looking on a website that appears to have a number of other similar robot models. So she calls the company, she says she's dissatisfied by the product, and describes the way that she's dissatisfied, they say that those are common malfunctions for this model, um, she orders another one. She requests specifically a rock-climber who's also a masseuse with a 5-o'clock shadow.",1,22,67
21,"The next scene, there's a knock at the door, someone is delivering her new robot boyfriend model, they come in, they take the old one out, she kisses him goodbye, then they set up the new model, and it's back to the anniversary dinner scenario.",1,15,45
22,"He still doesn't want to have a glass of wine because he has a big climb the next day, so that's a little, that's a bit of a red flag for her, but then, he mentions himself that asparagus is an aphrodisiac, so um then she seems excited by that, ",1,12,51
23,"he goes over, starts giving her a massage, and uh I don't remember the exact sequence of events but the twist is that he then actually turns her off, so it turns out that she was a robot as well, ",1,8,41
24,"and then he goes over, lights a cigarette and starts watching TV, and I believe that's the end of the sequence.",1,5,21
25,,0,,0
26,"There's another movie that I didn't catch the title of the movie, but it begins with a man drinking a carton of milk, and he's leaning against a car. Another man comes up and looks upset at him for leaning against the car, presumably it's the car of the man who just walked up. Then the man who's drinking the carton of milk starts to walk down the street.",1,28,69
27,"He notices, he trips over the curb, and at that point he notices that a woman who's walking on the opposite side of the street, pretends to trip, imitating or mocking him. He notices that, so then an exchange unfolds where he makes a silly gesture, she imitates the silly gesture, and so on. But I guess distracted by this, he doesn't notice that he's walking into the street. She tries to stop him from walking into the street, but he still thinks it's part of the exchange they're having, so he imitates her motion that's intended for him to stop walking into the street.",1,10,105
28,He's hit by a car and the car somehow goes flying over a tow truck I think. And then it's not clear what happens but maybe he died.,1,32,28
29,,0,,0
30,"who's showing up to work and expecting a promotion that day after having worked very hard for a long time towards this promotion. Um he goes into the elevator, goes up to a floor, maybe a floor that he works on, and there's a female employee who he's had a crush on for a while,  and uh there's some context given at this point, where um he makes her coffee every day, she's not really interested in the coffee, but he does this anyways, in an attempt to flirt with her. So he does this as usual, she pours the coffee out the window, doesn't appear very interested in him.",1,32,111
31,,0,,0
32,"Then he proceeds to the top floor where he anticipates he'll be given a promotion. And as he's getting off the elevator, another man, named Patrick Campbell I believe, is getting on the elevator, after having just received the promotion that Keith Reynolds expects to be getting. Patrick Campbell then goes down the elevator to the floor where the female employee was, I forget her name, and he tells he got the promotion, they embrace in a kiss. Um at that point it goes back to Keith Reynolds who's receiving news that he didn't get the promotion. So he goes back to the elevator, goes back downstairs to perhaps to flirt with the female employee again, um, and at that point he sees her making out with Patrick Campbell.",1,48,129
33,"And he's obviously very upset about this. Patrick Campbell gets on the elevator with him, they're going up the elevator, Keith Reynolds says something to Patrick Campbell that offends him, Patrick Campbell punches Keith Reynolds in the face, at which point Keith Reynolds in an act of rage uh murders Patrick Campbell and he panics, he's trying to figure out what to do with the body.",1,18,66
34,"He decides it's best to go down the stairs. At that point, another employee is coming up the stairs, because it was her resolution to use the stairs more often, and she witnesses Keith Reynolds walking down with Patrick Campbell's dead body, uh she passes out and falls down the stairs and I believe dies.",1,15,55
35,"Then he continues down the stairs with Patrick Campbell's body, uh, I think he eventually sees the woman who he had a crush on, she faints.",1,8,26
36,"He tries to climb out the window with Patrick Campbell's body, um, and looks like drops Patrick Campbell's body, and then he's sort of suspended on a ladder for a while and the scene closes with him looking through the window at a janitor.",1,10,44
37,"So it starts off with some geological events, shifting around of mountains, glaciers, this sort of thing. And then it's a rock on the property of what looks like, it looks like a farm.",1,9,34
38,"It starts off with a man cutting down a tree on top of the rock. The rock seems annoyed by this and all of the busy activity going on it around it, so it gets up and walks away deeper into the forest where it can rest. Then at one point it's pulled out of the dirt that it's lodged in by a horse with a rope tied to it, it's taken and um I guess turned into the uh wheel in a mill grinding grain down into flour, so it becomes the wheel in a mill.",1,32,97
39,"Then it seems like maybe northern soldiers in the civil war seize it from the mill and grind it down into a cannon ball, and it's fired off of a ship in a civil war battle. And it seems like it breaks into pieces maybe, and is washed into the ocean. Then it is washed back on shore at one point, walks around for a bit, um it's gotten much smaller by this point, ",1,26,75
40,"Then it is washed back on shore at one point, walks around for a bit, um it's gotten much smaller by this point, then it's picked up by I guess an archeologist, uh paleontologist who sees it as a fossil inside of the rock and is very excited about this, puts the rock on display in a museum.",1,16,58
41,"then it's picked up by I guess an archeologist, uh paleontologist who sees it as a fossil inside of the rock and is very excited about this, puts the rock on display in a museum. Then a very excited child presses his face against the glass and that knocks the rock out of the display.",1,17,55
42,"It bounces around for a bit throughout the city, I don't remember the exact sequence, but eventually it's crushed by a steamroller, and so at that point it's basically a piece of sand, ",1,12,34
43,"um so it's swept onto the beach, then the sand is collected and turned, taken to a factory where they make glass, and I guess it becomes the lens for a telescope.",1,11,32
44,"um so it's swept onto the beach, then the sand is collected and turned, taken to a factory where they make glass, and I guess it becomes the lens for a telescope.",1,11,32
45,"Um and then uh so it's the lens for a telescope, something goes haywire with the telescope, it's launched into space, um, then it crashes into I don't know maybe one of the moons of Saturn? Um and then uh it becomes a rock again on Saturn basically and it looks like life is starting to form there, there are some plants, and so I guess the implication is maybe uh the whole cycle starts over again.",1,24,77
46,,0,,0
47,,0,,0
48,,0,,0
49,,0,,0
50,,0,,0
51,,0,,0
52,"It starts out with a man using a photocopier in an office, and he tries to make a photocopy and what comes out is a piece of paper with a very large black circle filled in disc on it. And he's puzzled by this, he takes it out, he sets it next to the copier, he tries to put his cup that he's drinking from down on the piece of paper, but instead of resting there, it falls through.",1,20,79
53,"And he's puzzled by this, he takes it out, he sets it next to the copier, he tries to put his cup that he's drinking from down on the piece of paper, but instead of resting there, it falls through. And so he's very confused by this, he starts to investigate. He realizes he can put his hand through this, the black hole in the piece of paper, and reaches in there and actually pulls out his cup, but he realizes that essentially this piece of paper, the hole on the piece of paper, whichever surface he puts the paper on, it's as though there's now a hole in that surface.",1,26,111
54,"So he goes first to the snack vending machine in the office, puts the piece of paper on the glass pane on the machine and reaches through and grabs a snack of some sort.",1,8,34
55,"Then, he uh takes the piece of paper to a locked room in the office, puts the piece of paper on the door so he can now reach through the door, opens the door, goes into the room where there's a safe, puts the piece of paper on the front of the safe, reaches in, starts taking money out. Then he's reaching in, trying to reach further into this safe, and actually climbs into the safe, at which point the piece of paper actually falls off, so now he's trapped in the safe.",1,21,93
56,There are some employees in an office who are flirting by leaving uh images made out of post-it notes for each other.,1,10,22
57,"So for instance, one of them leaves a folder that has, actually I don't remember, maybe a heart made out of post-it notes.",1,6,23
58,,0,,0
59,"Another one leaves a series of post-it notes arranged on a wall so that it portrays a bouquet of flowers. I don't remember the exact sequence of events but the images themselves escalate into more and more elaborate artwork made out of post-it notes. Until eventually one of the characters is coming out of what looks like a supply room with a bunch of post-it notes, presumably to presumably to make another image of this sort, and then she sees on a large wall, the male employee who she's been flirting with has made a very, very elaborate detailed image of both of their faces next to each other, I think surrounded by hearts, with the post-it notes.",1,37,118
60,,0,,0
61,,0,,0
62,,0,,0
63,,0,,0
64,,0,,0
65,,0,,0
66,,0,,0
67,,0,,0
68,,0,,0
