events,transcript,recalled,recall_duration,recall_wordcount
32,"Then later at the same time, a different guy, maybe his name was Carl, no, a different guy,  well a different guy was getting the promotion that Keith wanted to get, or that Keith thought he was gonna get, so the other guy went downstairs to tell the pink girl about it, and they started kissing, and while Keith was upstairs finding out that he didn't get the promotion, so he was sad. And then when he saw, and then he went downstairs to make another coffee for the pink woman, he saw her kissing the guy who got his promotion.",1,31,102
33,"Then when the guy who got it got on the elevator, Keith told him to go screw himself, and then the guy punched him in the face, so then Keith beat him up, and then he accidentally killed him.",1,11,39
34,"Then Keith was going to take the body to the stairs, but the maybe orange also woman wanted to go up to the seventh floor to use the bathroom, and she was gonna take the stairs, because it was her New Year’s resolution, and she was going up the stairs, and she saw Keith coming down the stairs with the body, and she fainted, and since she was on the stairs when she fainted, she also died.",1,24,77
35,"Then, so then, that was on the sixth floor, so then Keith saw the ladder on the sixth floor, and he decided to take the ladder, the body down the ladder,",1,12,31
36,"but then while he was climbing down the ladder, he had a moment of realization, and then the movie ended when he was just standing on the ladder, and the HR guy downstairs saw Keith standing on the ladder, floating kind of balanced in the middle of the place.",1,17,49
37,"The sixth movie was The Rock, and that was about this big boulder with a nose and arms and legs, and you could see him sitting from, starting from when there were dinosaurs and like ice age and stuff and the wind’s eroding him away and things like that.",1,1,49
38,"Until eventually, and he was kind of sleeping peacefully, until one day there were some people with axes next to him, and they disturbed his sleep, so he walked over to this barn, and he wanted to, no, he walked over to a hill, and next to the hill was a little puff of dirt, and he used it as a pillow. So he laid down to go back to sleep, but then some guys came and they tugged him away, and they shaped him into like a little circle they used in the mill for making flour, but then, and he was doing that for a while. And then a bunch of time passed, like in the window you see time passing,  ",1,32,125
39,"and then, but then some soldiers came, and they took him and turned him into a cannonball, and they used him in what was looking like the American Revolution or something, and then the cannonball, as a cannonball he kind of broke into little pieces, and he fell down into the bottom of the ocean, and then he walks up on shore, ",1,16,63
40,"and he was turned into, he was smaller, he kept kind of rolling around.",1,7,14
41,,0,,0
42,"He tried to get some sleep on the street by going underneath a flyer, but then he was rolled over by a steamroller, ",1,9,24
43,"so he turned into a really tiny pebble, and eventually he turned into a piece of sand, and then him and a bunch of other sands were scooped up and they were turned into metal on a satellite.",1,11,38
44,"so he turned into a really tiny pebble, and eventually he turned into a piece of sand, and then him and a bunch of other sands were scooped up and they were turned into metal on a satellite.",1,11,38
45,"And the satellite got launched into space, but then it went too far into space, and it crashed into this other planet, but then on that other planet, he like turned, like weather and stuff built him up, and then he was turned back into a really big rock.",1,15,49
46,"And he doesn’t know where he is, so he asks, he asks a couple different, oh he sees a woman and a man near this like cafe, and he asked them where they, where he is, and they don’t really explain.",1,12,41
47,,0,,0
48,"It’s just like the town, and so he kind of looks around, and he's trying to figure out where he is, but he sees a map, and the map is next to this kind of phone directory, and he presses the button for a taxi, and he asks the taxi to take him to the next town, but the taxi says it’s local only, so she just takes him as far as he can go, which ends up being outside of this grocery kind of general store,",1,21,87
49,"and he presses the button for a taxi, and he asks the taxi to take him to the next town, but the taxi says it’s local only, so she just takes him as far as he can go, which ends up being outside of this grocery kind of general store, and she asks him for two credit units, but he doesn’t have any, so she says he can pay her later, and she says, “Be seeing you,” which ends up being a thing that seems to be a thing that everybody says.",1,22,92
50,"And so the guy goes into the store, and the grocer or clerk is speaking in a weird language to the woman who he's ringing up, and she gets pineapple.",1,9,30
51,"Then, so it’s the man’s turn, and he goes, and he asks the grocer for a map, and the map, the man, the grocer gives the man a black and white map, and on the map it’s just the town where they, the village, it’s surrounded by mountains, I guess some mountains, maybe, and it’s surrounded by mountains. And then the man asks for a larger map, and the grocer gives him a color map, and he says it’s…and on this map you can see also the ocean and the mountains, but it’s only as big as they get, so the man says, “That’s not what I meant,” to the grocer, who says, “We only have local maps, sorry.” And then the man just kind of leaves, so he says, “Be seeing you,” like the woman did earlier, and he makes a kind of like “okay” symbol with his hand, like an okay combined with a six. the man goes outside, and I think it ends.",1,44,166
52,"Black Hole, and a guy in an office is making photocopies. The copier prints out, or scanning, the copier prints out a piece of paper with a big black circle on it,",1,9,32
53,"and the guy is drinking a cup of water or whatever, and he puts the cup down on the table, on top of the paper, but it goes inside the hole, and then he reaches his hand into the hole and takes the cup out. So then he starts testing it on other stuff, and he holds the paper up and he reaches his hand through it,",1,14,67
54,"and he puts the paper onto the front of a vending machine, and he reaches through, and he gets the free chocolate bar, ",1,4,24
55,"so then he decides to put it on the front of a safe, and he reaches through, and he gets money, then he gets more and more money, and he gets really excited. So he tapes the paper to the front of the safe, and he like reaches in to get the last bits of money from the back, but he accidentally goes all the way in, and then the paper falls off the front of the safe, so he's stuck inside the safe.",1,18,84
56,"And then the next movie was Post-It Love, and there are two people making, a girl and a guy, and they're making photocopies next to each other, or they're separated by a wall, and then they see each other, and I guess they fall in love.",1,11,46
57,"one day the guy opens up this blue folder, and it has a smiley face made of post-its in it, which it turns out was sent by the girl, and then the girl sees something made of post-its, but I can’t remember what it was. I missed it.",1,9,48
58,"and then the guy is in the bathroom, and on the door there's like a thought bubble with a heart in it,",1,6,22
59,"and then the girl goes into the office supply closet to get more post-its, and then there's, when she pulls on the light switch, there's lined up with her hand a really big flower with yellow, a big yellow flower. Then she gets more post-its, and she’s about to make another post-it thing for the guy, and she sees he made this huge mural of post-its with their faces in a heart, or their faces with little hearts, and they're both in it, and also when she comes out of the closet there's a little sign that says, “Please use stationary for work purposes only,” which is I guess they're not allowed to pull those out.",1,35,116
60,"and then the last movie was the Bus Stop, and there was a guy waiting at a bus stop, and it was really hot, and he was listening to music from his phone, no he was listening to music with white headphones, and he had ice cream in a plastic bag. And then a woman pulls up in a car, like caddy corner from him, and there’s a phone, a phone, a payphone, and she goes to use it, but she leaves her car door open, and her car is like moving down the street, but she doesn’t even notice or do anything.",1,24,103
61,"Well she notices, she looks at it, she doesn’t do anything about it, and then she can't use the payphone for some reason, like she doesn’t have any money or something, so she asks the guy to borrow his phone, and she's like, “I’m not gonna steal it.” But then as she's using it, she like goes across the street, and then she's asking some guy on the phone, “Where is she?” and then she's like, “I'm gonna call the police,” and then she gets really mad, and she throws the guy’s phone on the ground and breaks it.",1,18,99
62,"So the guy’s like, “Can I have sixty dollars for my phone?” but she doesn’t really listen to him. She just ignores him, and then she says, “Oh he's here,” and this guy, British guy, pulls up in a car.",1,11,40
63,"She just ignores him, and then she says, “Oh he's here,” and this guy, British guy, pulls up in a car.",1,12,21
64,"And she goes up to him, and she's like, “Where is she? Where is she?” and the guy’s just like, “Calm down,” or whatever. other guy, who had the ice cream, is, comes up, and he's just kind of like, ‘cause he wants his money, and the, the guy, the guy who pulled up who’s a magician asks the woman, “Who is that guy?” and then she says, “He's my friend.” But then, and then the guy’s coming up, the magician’s coming up to the guy, so the other guy’s kind of scared, but he's like, “Oh we’re not friends. I just lent her my phone, and I just want sixty dollars to replace my phone,” but the magician doesn’t really do anything. when the guy, when the guy explains, the ice cream guy explains that he's not her friend, the man asks the woman, the magician asks the woman, “Did, did you tell him who I was?” and she's like, “Nobody cares.” But then the ice cream guy realizes that that guy, the magician is a magician from some casino, and the woman is his assistant, ",1,48,188
65,"And then the woman, she has a paper bag, and all of a sudden, she pulls a gun out of it. so anyway the woman pulls out the gun later, and then the magician gets a gun through magic, I guess, through slight of hand, and they hold up the guns at each other, and the other guy is just standing there and doesn’t know what to do.",1,18,68
66,"for some reason the woman goes over to the trunk of the car, oh she opens it and seems like kind of horrified about what she saw, which I think is supposed to be the girl who she was looking for, who it turns out the magician turned into a dog, I think by accident. and then the magician is showing the ice cream guy this little coffin that has like a maybe, looks like a dead frog or a frog skeleton or a mouse or something gross in it and the background was a cross, he tries to recite this spell, I think to make him go to sleep, to make the ice cream guy go to sleep, but instead turns him into a dog.",1,30,126
67,"And while the magician’s looking at this piece of paper with the spell on it to try to figure out what he did wrong, the woman shoots him, and then he shoots her.",1,7,33
68,"And the other girl, the girl who the woman might’ve been looking for, who was turned into a dog, comes up to the guy who’s a dog, also dog, and the guy who turned into, the ice cream guy, dropped his ice cream, which was all melted, and then he was licking it like a dog on the street, and the girl came up, and they were sniffing the ice cream and both sniffing each other I guess and barking, and then they, they walk away, or they walk like dogs down the street.",1,24,94
