events,transcript,recalled,recall_duration,recall_wordcount
24,"So her face drops forward, and then the camera zooms around behind her, and we see that she also has a switch at the back of her neck. And dude’s apparently very smart, because he turned her off to shut her up, and then he goes forward and sits himself down on the armchair in front of the TV, turns it on, and starts watching.",1,7,65
25,"So it starts off with this guy’s shoe, that’s what we see. Some, the text in the top left says something about like where, where it began, or where it ends up. I think it’s where it began, I can’t remember.",1,9,41
26,"But the guy’s there. The guy’s shoe, he’s leaning against a car.  And he's like super tough, and so he's drinking milk. So he's opening this carton of milk and drinking the milk while propped up against the car. And then this guy comes out, and then apparently the dude who’s drinking the milk, it’s not his car, it’s somebody else’s car, and he chases him away, and so the guy who’s drinking the milk walks away from the car, still drinking the milk. At some point he noticed this woman who was across the street and decided that he wanted to impress her or something. ",1,23,108
27,"So he's walking along, looking at her, kind of stumbles a bit. And he looks towards her, and then she stumbles a bit, kind of like making fun of him. And then he does a few more things that she starts to copy, like I think he starts swinging his hands or something like that. And then she starts swinging her hands and looking over at him. And then she starts like waving her arms behind her back and like bending over, and then he waves his arms behind his back and in front of him and bends over. And so they keep walking along this street. Each one is copying what the other one’s doing, clearly having fun and laughing. And then they get to an intersection, and she stops suddenly. And she clearly wants him to stop, because otherwise he’s gonna walk right in front of this truck. And so she stops, hoping that he’ll stop, and then she like raises her arms up, acts surprised and shocked and trying to like get him to imitate her, which would mean that he’d stop. But he is having so much fun that he doesn’t stop, he just keeps walking forward.",1,42,201
28,"He keeps walking into the intersection, is hit by a truck, shoe flies off. You see the shoe land in the street, and the camera pans a little bit, and then we see a woman’s shoe that’s next to it.",1,8,40
29,"So, a little stick figure in a car drives up to a building, gets out of the car, and gets its hat and its briefcase.",1,6,25
30,"It’s Keith Reynolds, and Keith Reynolds is really excited, because he is looking forward to his promotion that day. He is the most junior type of business analyst, and he's like really, really waiting for this promotion that he knows is gonna happen today. So he walks in, and we see kind of a cut through of his building. So we see the many different floors of the office building that he’s working in and the people on the different floors. And he gets into his elevator, and he, he goes up, and he gets out, and there's this woman, who’s a pink stick figure, bending over and like putting some stuff in or taking some stuff out of a cabinet, or something like that. Her name’s Sara, and Keith wants to impress Sara. So he wants to get this promotion, and he wants to impress this girl.  And so he walks in, and he always tries to get her to talk to him. And he tries to make her know that she should spend the rest of his life, her life with him. And the way he does that is by always offering her coffee. And so he offers her coffee as he always does. She never wants any, but he offers it anyway. She takes it.",1,48,219
31,,0,,0
32,,0,,0
33,,0,,0
34,,0,,0
35,,0,,0
36,,0,,0
37,"So it starts off with this massive rock, who is kind of, the rock is like personified as, you know, a person. So the rock has eyes and a nose, and I don’t know if it has a mouth. It definitely has eyes and a nose. And it’s a huge rock, and its looking out over like this quaint little stream, and there's like life around and this little green creature that pops up from the water and goes onto a rock and then pops back in. And the rock is like getting kind of tired, and so he closes his eyes to sleep. And as he's sleeping, the earth undergoes massive changes, like, you know, the, the ice age and like dinosaur ages and so on. It kind of moves through many, many different stages, like millions and millions of years. And then when the rock wakes back up, it’s been millions of years, and so he’s kind of worn away to a much smaller rock than he was initially.",1,38,171
38,"And he wakes up because there are, is somebody on his back who is chopping down this little tree that was like growing out of the rock. And then the rock is probably annoyed, because he’s been woken up out of his sleep. And then there's people that are next, that are by him, building away, making things. And then the rock like kind of, I think he gets up, but he moves away to somewhere else and goes to try to sleep somewhere else, like pulling up against a tree or something like that. And, but then he’s kind of taken away by other people and carted away where he’s made into a component of some kind of like mill or something that grounds I guess grains or something like that. I’m not sure what it is, like this thing rotates, and I think he grinds grains into flour or something like that. So he spends some of his life doing that, kind of rotating around and grinding things.",1,39,170
39,"But then he’s taken away again, and now, the next time he’s fashioned into a cannonball. He’s put into a cannon. He’s shot off and lands somewhere. I don’t remember where, but the rest of the clip is basically about the evolution of this rock’s life. So after being in the cannonball, he ends up being like in a smaller rock. And I think he ends up being on the beach at some point.",1,20,74
40,,0,,0
41,,0,,0
42,"Oh no, he’s, he’s kicked by some guy who is walking along the street, so now the rock is much smaller, and the guy kicks him. He’s clearly frustrated at something. And the rock eventually goes through like this window, maybe after the guy kicks him, goes through this window, hits a guy who’s having like dinner with his significant other, and then like rolls out of the window.",1,17,69
43,"And eventually the rock ends up in a beach, and now he’s very, very tiny, in among the sand. And this, a machine comes and scoops up a bunch of sand, which it’s clear is going to be made into glass.",1,10,41
44,"And so this rock, now this tiny little rock is poured into fire, and fashioned into a glass lens or window of some sort that is put onto like a space shuttle that’s launched into space.",1,12,36
45,"And so this rock, now this tiny little rock is poured into fire, and fashioned into a glass lens or window of some sort that is put onto like a space shuttle that’s launched into space. And it goes through, you know, like I guess the atmosphere, and burns up and whatever. Eventually it hits another planet, and it hits another planet, the glass comes apart. And now this rock somehow, I’m not sure how, but it somehow trans-, it, it transforms into another enormous rock, exactly like the one that was in the beginning. And now again he’s in front of a stream, looking fondly on as it kind of rolls away in front of him.",1,36,117
46,"It starts off with this guy, who’s in like this quirky little village. And he is like at a cafe outside with these little tables. And a woman comes. And I forget the exact exchange they have at the beginning. But he asks, I don’t remember exactly what he asks her, but eventually I think he asks her about a phone. And so she tells him where the phone is, and he goes to, to make a phone call.",1,23,79
47,"And when he goes to make a phone call, they ask him like what’s his number. He doesn’t know what they're talking about, and he says like, “I don’t have a number,” and they say, “No number, no phone call.”",1,7,40
48,"And so he's obviously confused, he doesn’t know where he is really, and so he's walking around looking kind of puzzled. And then this woman pulls up in like this golf cart. Oh no wait, before that he went to this little thing that has like different numbers pinned up with different keys that he could push and different descriptions as to what the numbers could bring. And he's looking at that, and he pushes one of the numbers, and when he, when he does that, a woman pulls up in a golf cart. And then he gets into the golf cart with her, and they start driving around.",1,22,109
49,"And she asks him like where he wants to go, and I think he says France or something, and then she says like, “No, that’s international, we can't do that.” And they have some kind of discussion at some point, I missed some of the words, but something about people like Czechs and Poles, and I don’t even remember why that came up, but then after she said that, she said, “Yeah, we’re quite cosmopolitan.” And she's driving him around, and they see like somebody on a bike, and they're going through all these roundabouts. And you see that they're in like this little village that has lots of funnily painted little shops, kinda like a little funhouse or toy thing. Anyways, so they're, they're driving around, and eventually he like gets out, and he goes into this store.",1,30,139
50,"And he sees this guy there, this like kind of heavy-set guy who’s behind the counter.",1,4,16
51,"And he walks to the counter and he tells the guy that he wants a map. And the guy asks him like, “What type of map do you want?” And he’s like, “Whatever, just give me any map.” And so the guy gives him a map, and the, the main character unfolds the map on the counter and looks at it and sees basically just some descriptions that say like, “Mountains,” “Village,” and just like a caricature of like a small town. And he tells the guy, “No, can you give me like a larger map?” So he obviously wants to see more area, like what surrounds the village. And the guy asks him again, “Like what type of map? Like do you want it in color or something like that?” And he says, “Whatever, like just give me a map. I just want it to be like a larger area.” And he gives him the map, and he opens it, and it’s like a bigger, like a physically bigger map, like larger, but it doesn’t have more space around the town. And he's like, “You know, I wanna see more area.” It might’ve ended just about there, but the guy behind the counter probably makes some comment, but I, I don’t remember what it is.",1,48,216
52,"It also starts with a guy who is making photocopies and drinking coffee. And the machine gets stuck or something, and then it produces a sheet of paper that has a large black hole on it. The guy takes it, looks at it, puts it down, continues trying to make photocopies and drink his coffee.",1,15,55
53,"Then he puts the cup on top of the, the black hole, and it disappears, and he's like, “Oh.” Then he pushes his hand like in, through the paper with the black hole, reaches in, pulls his coffee cup back out. And so he’s probably thinking, “Oh, this is kinda cool. I’ll, I wanna see what else I can do with it.”",1,16,62
54,"So he looks around, sees a vending machine and takes the sheet of paper with the black hole, moves towards the vending machine, puts it over the glass and reaches in and grabs a candy bar. Then he opens the candy bar, starts eating it, looks around at what else he can use this black hole for, and he sees this door that’s locked, and apparently contains a safe.",1,16,69
55,"So he puts the black hole on top of the door, the, the wooden door, reaches through, unlocks it. Then opens the door, goes through, and there's this small gray safe that’s at the bottom of the, like on the floor. And then he takes the sheet with the black hole and puts it on top of the safe. And it, at some point he must’ve gotten a piece of tape and I didn’t notice but the sheet of paper stays there, taped to the safe. And he reaches his hand through, through into the safe and starts pulling out wads of cash. And he pulls out more and more and more, puts them down on the floor. He's getting kinda greedy, looks around seeing if anybody sees him. Nobody’s coming, so he pulls out more and more and more money. And then he's kind of reaching the end of the safe there, but he wants to see if he can get out just a little bit more. So he starts to reach in further and further and actually goes into the safe. And as he does so, his pants or his shirt catches the tape that he used to put the black hole on the safe. And the, the sheet with the black hole comes down, and he's in the safe. And now he's trapped in there, pounding on the door, and nobody comes to save him.",1,51,238
56,"It starts with these two people who are making photocopies side-by-side in an office building. And then they like both look up over the partitions that are slightly like lower than their heads, and look over at each other.",1,10,39
57,"And then the, the, they all go off to their respective desks. The first one the guy goes, and he sits down at his desk, and he opens a file, a file folder, and sees something inside ",1,12,38
58,"The next time I kinda tuned in was when the woman was at her, going to her desk and then she like opened the curtains or the blinds and saw this flower that was made of post-it notes on her window. And then the next kind of short part is the guy, who’s now in the bathroom, adjusting his tie. Somebody goes into a stall, closes the stall door, and on the stall door is, I think, a purple heart or something else made of post-its.",1,20,86
59,"Oh, the woman goes into like this, kinda closet like storage closet, opens the door, turns on the light and sees something else made of post-its that I’m not quite remembering. And the last scene she's like carrying away this armload of post-it notes in all different colors. And she's walking towards like the main area of the offices, and she looks, and there's this massive portrait of two people’s faces made completely out of post-it notes that takes up the entire wall. And the guy is there adding a few final post-it touches. And then they look at each other and smile.",1,26,103
60,"It begins with a guy standing at the bus stop, wearing white headphones and a red t-shirt. And he has a bag with strawberry ice cream that’s slowly melting, because it’s really hot, and he has sweat stains on his shirt. Then this car drives in, it’s an SUV. And a woman pulls up to the curb, and she gets out, leaves her car door open. And then she walks to the phone booth and makes a call. And I’m pretty sure her car starts to slowly slide down the street while she’s doing that.",1,22,95
61,"In any case, she starts to walk towards the guy. She needs to use his phone. I guess she couldn’t get through on the payphone or something, or she didn’t have money. But she walks towards the guy and she asks him if she could use his phone and not to worry, that she's not going to steal it. So he gives her the phone. She gets on the phone, she makes a call. Then she starts saying like, “Where is she? I’m gonna call the police. Where are you?” And then she’s like obviously kind of frantic and upset. Then she throws the phone down on the ground.",1,24,109
62,"The guy in the red t-shirt goes and picks it up and says, “Hey, this is a $60 phone, lady. Are you gonna pay me back for it?”",1,5,28
63,"And then further down the road this car pulls up. And this guy comes out who’s wearing like part of a tux but without the jacket, so just the black pants and like suspenders and a white shirt.",1,8,38
64,"The lady goes to him, and the guy with the red shirt is kinda walking behind her. And the lady is saying, “ Where is she? Where is she?” And the guy who came out of the car is like, “Who’s this other guy?” And the lady says, “Just a friend,” and the guy’s like, “What? She's not my friend, she just borrowed my phone. I wanted to see if I could get some money for it.” Anyways, the, the guy who came out of the car and the woman start having this exchange. And the guy who came out of the car says to the red-shirted guy, “Do you know who I am?” And then he pauses for a second, and he's like, “Oh, you're the Great Aldino, and you're his assistant, like you guys are on TV.”",1,28,139
65,"And then the, the woman kinda goes nuts and she pulls out a gun, and then the magician guy says, “Oh, well I have one too, like is yours loaded?” that kind of thing.",1,9,34
66,"And then eventually the woman goes to the car. She opens the trunk to, or she tries to open the trunk to look inside. And the man with the red shirt now is with the magician, and the magician tells him to pay attention, and he pulls out this thing to hypnotize him. It’s this box with like a cross on it with some type of bone thing inside. And so he starts chanting to hypnotize the guy in the red shirt. And meanwhile the woman has managed to open the trunk and sees something inside. And the magician has hypnotized the guy who drops his bag with the ice cream in it which is all melted.",1,27,117
67,"It goes all over the ground, and the guy drops on the ground and starts like pawing and twitching as if he’s a dog that’s asleep. And the woman comes around from the car, and the magician is like, “Oh, crap,” because he probably said the wrong words when he was trying to hypnotize the guy. And so he's like reading over what he should have said. And the woman shoots him, and he shoots the woman, and they both fall to the ground.",1,16,84
68,"And now the guy with the red shirt is acting like a dog, and licking the ice cream on the ground and starts barking and like sniffing around. And then as he’s barking he starts hearing somebody else bark in return, or like some, somebody, some dog. Anyways he starts crawling, and then this girl comes, also a dog now, obviously hypnotized by the magician. And they start sniffing each other, as dogs do. And then they go off down the street. Ok.",1,20,83
