events,transcript,recalled,recall_duration,recall_wordcount
21,"So they bring in a new robot, these two like blonde chicks bring in a new, you know formal-looking, I feel like we're in the future now, I mean, and then, by the way, everybody has an accent in this movie. And then, they bring in this other man, this other robot man, and he's off, but I guess she turns him on. Also she is like, wait, before they leave, and takes off his ring, gives him a kiss in the lips and lets them take the old robot. And then she puts on the ring on the new robot, like the wedding ring, and wakes him up, or you know, turns him on.",1,31,115
22,"And now they're having dinner. And it's kind of similar, it's weird, because he's also commenting on how the asparagus is tender, but then HE is like oh I hear it's an aphrodisiac. And she smiles. Oh also before that, she offers wine and he's like no I have a big climb tomorrow, which is very interesting,  Um so he's like no I have a big climb tomorrow, I can't drink, and she's like oh, God. But then he makes a comment about the aphrodisiac and she's like oh okay maybe this is better, and then he comes over and starts massaging her, which is the masseuse part, right, and she's so happy.",1,25,114
23,"But then he makes a comment about the aphrodisiac and she's like oh okay maybe this is better, and then he comes over and starts massaging her, which is the masseuse part, right, and she's so happy. And he's like how was your day, tell me about your day, which is the same thing that the other guy asked, which is also interesting. She starts telling him about her day, and goes on and on about how she went into town, and whatever, oh had lunch with Anna, and since it was their anniversary, and then, he turns her off.",1,24,100
24,"So she was a robot. And then he just kicks back on the couch, and smokes.",1,3,16
25,It was on the side of the road. So how did the shoe get there?,1,3,15
26,"Yeah, yeah, yeah, he was drinking a carton of milk, by a car, and then he somehow has to leave because somebody is coming or something, I think somebody scares him away, and then he notices this woman.",1,11,38
27,"So then there's this, goes to this guy who's walking around the sidewalk and notices that this woman on the other side of the sidewalk is kind of doing everything that he does, and it's very playful. So the guy kind of trips, and she trips too. He reaches up, oh he's drinking milk actually.  He puts the carton of milk up like up high, and the woman also reaches up high. He starts kind of skipping or dancing, and she starts doing it too. And then it flips, so she starts doing something and he imitates. But then, he's not paying attention to the road, because he's paying attention to her, and then she's trying to, she's trying to signal to him, that there's a car coming, but he thinks it's fun and games and then he gets hit by a car.",1,35,144
28,"His shoe flies off, and that's how that shoe got there.",1,2,11
29,,0,,0
30,"Alright, I think that was the punch line, but what happened is this guy is super excited. He works at an office, like I don't know, he has like an office job, a day job, and he's like been there for a while but he you know, he's not, he doesn't have a great position, and he's like the most senior junior person. But it's promotion day, and he's pretty sure he's going to get the promotion, probably because he's been there for so long. He also, turns out, has a crush on this girl, who's also a stick figure, everybody's a stick figure, that works on a different floor. He makes her coffee a lot, like she actually doesn't want the coffee. She actually, I don't know how this is relevant, but she pours it out of the window, and actually I think kills the guy that is working on this ladder on the side of the window.",1,37,159
31,,0,,0
32,"Anyway, the guy, the main character, whose name I can't remember, goes upstairs and finds out that he did not get the promotion because this other guy got it. This other guy then goes to the fourth floor I think, where his, the lady is, and they start kissing. The main guy is still upset that he didn't get the promotion, but is also obsessed with this girl, so he wants to go see if she wants another coffee. He takes the elevator down, turns out the guy that got the promotion instead is there, talking to this lady, and they are kissing.",1,32,103
33,"So he's just in shock and also the elevator door just takes forever to close. They're still kissing. And then, he asks the guy in the elevator, you know, the main guy, to leave the elevator door open for him. So now they're sharing the elevator door, or the elevator. And he can see his reflection in the mirror looking back at him, and he actually says to him well, three words that he, I guess regrets, but I'm guessing is go fuck yourself,  anyway, the guy hits him, and the main guy hits him back, but so much, so aggressively, that he kills him.",1,32,106
34,"And then, he decides that he needs to hide the body. He decides to take the elevator, the stairs I think, because the elevator, well that would be, he would probably get caught. Turns out as he's going down the stairs, this lady decides to go to the bathroom upstairs better she likes it better because it has better soap. She also made a resolution to take the stairs, exercise more, I don't know if I made that up. Anyway, she's taking the stairs up, she sees the guy and the dead body, mutilated body, and faints and also dies, because she faints on the stairwell, but the main guy is like, oh well, that was an accident, like not my fault.",1,33,122
35,"Anyway he decides that he should not be taking the stairs. He decides that he should be taking those weirdo stairs outside of the window, outside of the building, and as he's doing that, he actually drops the mutilated guy and he's just balancing there.",1,10,45
36,"And I guess the punch line is everything is so fragile and you never know what's going to happen next. And everybody wants the same thing I guess just like happiness.Everything can change in the blink of an eye. He decides that he should be taking those weirdo stairs outside of the window, outside of the building, and as he's doing that, he actually drops the mutilated guy and he's just balancing there. And that's where he sees the cleaning man. And he realizes that you know, that's when the punch line comes in like, everybody just wants the same thing, everybody just wants to be happy, and wants a house, whatever.",1,25,112
37,"So it starts being a mountain and it transforms, transforms, transforms with time. It has eyes, so this is also an animated movie. And yeah, just we follow the life of this rock, this mountain, as it goes on and on and on with time and it goes to different places with technology, and in the end it goes into space, so.",1,18,62
38,,0,,0
39,,0,,0
40,,0,,0
41,"Oh it's in a museum, it gets kicked like a pebble on the street, so much stuff happens to it and it's so tired and it just wants to sleep.",1,6,30
42,"And it goes into this fan and it goes into I don't know, a factory I guess, and it gets handled so much and it's so tired at the end. Oh it's in a museum, it gets kicked like a pebble on the street, so much stuff happens to it and it's so tired and it just wants to sleep.",1,12,60
43,,0,,0
44,"And it goes into this fan and it goes into I don't know, a factory I guess, and it gets handled so much and it's so tired at the end.",1,6,30
45,"And yeah, just we follow the life of this rock, this mountain, as it goes on and on and on with time and it goes to different places with technology, and in the end it goes into space, so. I think in the end it does sleep. I don't remember.",1,13,50
46,,0,,0
47,,0,,0
48,,0,,0
49,,0,,0
50,,0,,0
51,,0,,0
52,,0,,0
53,,0,,0
54,,0,,0
55,,0,,0
56,,0,,0
57,,0,,0
58,,0,,0
59,,0,,0
60,"Well there's a really weird movie with a guy, was wearing these white headphones and kinda looks terrible, he's wearing like sweatpants and is sweating, and he's carrying a bag that has ice cream and it's kind of melting, and he's waiting there. The movie's called the Bus Stop even though, I guess he was waiting for the bus. All of a sudden this woman is in this car, and like gets out of the car, and leaves the door open, and she, I don't know if she wanted to use this payphone, anyway, she comes to talk to this man and asks him if he has a phone. Meanwhile her car has been I think moving the entire time, anyway.",1,30,121
61,"All of a sudden this woman is in this car, and like gets out of the car, and leaves the door open, and she, I don't know if she wanted to use this payphone, anyway, she comes to talk to this man and asks him if he has a phone. And she's like don't worry, I'm not going to take it, blah blah blah. He gives her a phone and she's like yelling on the cell phone, I'm going to call the cops, blah blah blah, this and that, and then she's so angry and she slams the phone on the floor.",1,24,102
62,"The guy, the guy is just kind of standing there the entire time even though he sees his phone smashed on the floor, and then he comes, he goes, and checks it, and he's like it's broken. And the woman just doesn't pay attention to him at all, but he's, he doesn't seem so upset, but he just follows her because he wants money, he wants her to pay him 60 dollars for the phone so he can get a new phone. ",1,7,83
63,"Eventually this car pulls in, and this guy comes out of the car, and the woman is walking towards the man and the main guy at the, with the headphones, is following the woman. This guy gets out of the car and he starts interacting with the woman.",1,13,48
64,"The old man, he's an older man, and he's clearly upset that this other guy is there, he's like, what do you know about me, blah blah blah, and she's like, nobody knows who you are, and they're having a heated, well she's very upset,  and the guy's like no no no I don't know who, oh, the girl's like oh he's just a friend and he's like mehh, not really, I just want money for my phone, I don't know anything. Anyway, the old man, oh the main guy is like oh I know who you are, you're a magician and you're the assistant.",1,23,106
65,"And then, she takes out like a gun and he takes out a fake gun, the woman is wondering where somebody is, she's like where is she where is she, what did you do to her, something like that. And um meanwhile they're like pointing guns at each other and then actually the magician guy hypnotizes the main guy, and it doesn't go right, but he ends up turning into a dog.",1,24,72
66,"And um meanwhile they're like pointing guns at each other and then actually the magician guy hypnotizes the main guy, and it doesn't go right, but he ends up turning into a dog. Oh also before, while the guy was being hypnotized, the woman checks the trunk of the car, and is so upset, that's why she shoots the magician.  She's so upset at what she sees in the trunk.",1,22,71
67,"And um meanwhile they're like pointing guns at each other and then actually the magician guy hypnotizes the main guy, and it doesn't go right, but he ends up turning into a dog. His ice cream melted, it's all over the floor, and the two, and the magician shoots the assistant, the assistant shoots the magician. Oh also before, while the guy was being hypnotized, the woman checks the trunk of the car, and is so upset, that's why she shoots the magician.",1,26,83
68,"He ends up behaving like a dog. because when the main guy's a dog, this other woman dog who's wearing what looks like uh the clothes that you would wear at the hospital, like a gown, a hospital gown, is also a dog.And then they're like hanging out.In the end the guy seems happier, because now he has a friend.He just didn't seem very happy before, now I don't know, these two dogs, this woman and this man, are just like hanging out and playing with each other.",1,21,88
