events,transcript,recalled,recall_duration,recall_wordcount
35,"And so, he leaves her there, and he decides he's going to go through the window, through the ladder, so that he doesn't have to go through security.",1,6,28
36,"So then he throws the body off of the, out the window, um, somebody sees the body that fell out the window, so, um. But back to the part where I was at, um, so he's on the ladder and starts thinking about his life choices, and he starts thinking about how everybody wants to get a better job, and everybody wants the dream girl, and so maybe the decisions he made weren't the best decisions.",1,20,76
37,"And then, so it starts off this big, mountain-size rock is - the cutest nose - is like staring at, I guess, the water, and there's like life, living creatures in the water, and they're happy but then the rock lives many years so he sees time pass by. He goes from the dinosaurs, and then it's, I guess, the ice age, and then it's just like modern times and it's like greenery. But then um, he like gets cuts down and it becomes like a smaller rock, and it has like a good tree on him. Well no, he gets cut down when, uh with the ice. The ice comes over and cuts him down so he's like a smaller rock. Then he's like in a greenery, modern day, I think.",1,36,132
38,"And then he has like a tree sticking out of him. But then there's somebody cutting the tree down, and he's like confused. And then there's somebody else, some people like building something next to him, so he's like trying to sleep the whole time, and gets up and walks away and goes somewhere into the forest and tries to go to sleep. But then somebody comes and grabs him and um takes him, makes like a wheel out of him for farming and then he's used and used so he cannot go to sleep.",1,24,95
39,"And then the police comes, takes him, takes him out, takes him to uh,  oh, so the military. I think it's the military comes in, uses him, turns him into like a little ball, and then uses him during war. So he witnesses war, he gets used in a cannon. Then he flies, falls into the sea, ends up somewhere else. Um, he's a smaller rock.",1,20,67
40,"He's trying to find some sleep. Um, but then he gets grabbed- somebody takes him, he gets taken,  I think because he had a, he becomes like a small rock, but he has a fossil behind him so, like an archeologist, I guess, finds him, takes him, and then puts him in a museum.",1,16,55
41,"I think because he had a, he becomes like a small rock, but he has a fossil behind him so, like an archeologist, I guess, finds him, takes him, and then puts him in a museum. And in the museum, he cannot get sleep because there are so many people like watching him, so much noise, and getting close. But somebody gets so close to the, to the glass and he falls down, falls into somebody's garbage can.",1,22,78
42,"And ends up like rolling, getting thrown out, rolls uh, he gets thrown out and picked up by the garbage.",1,7,20
43,"And then he's like thrown into the garbage. But then he's like trying to sleep but then he gets picked up, thrown into the furnace and again into this hot- hot oven, and then he comes like a glass - a glass mirror.",1,11,43
44,"But then he's like trying to sleep but then he gets picked up, thrown into the furnace and again into this hot- hot oven, and then he comes like a glass - a glass mirror.",1,10,35
45,"And then the glass mirror gets placed on the, the glass mirror gets placed on the satellite and gets taken into space. um, but then I guess the satellite knocks into different, like different rocks - meteor rocks or different rocks - and like falls away and he like, falls into the atmosphere of a new planet and becomes like a big rock again, like the planet I guess, gets a similar atmosphere as it was initially, where he was initially with greenery and like he's so happy because now he finally gets his sleep.",1,25,95
46,"So then the guy, he's really confused about where he is. So he tells the lady at the restaurant. She had like a maid outfit. She told, he asked her, where he is, and where the police is, and she doesn't really give him the answer he's looking for. So he walks away.",1,13,53
47,"He goes over to where the telephone is and he tries to make a phone call. But the lady asked him for a unit number. And, well first he asks which register it is, and she asked for unit number, and he says, ""no, I don't have a unit number.” So she says there's no phone call then.",1,14,58
48,"And so then he ends up call- asking for a taxi, and then this Asian girl comes in like uh, golf cart taxi-looking thing. And um, starts speaking to him in French. Um, and so she drived, he asked her to drive him to the nearest town, but she tells him this, that it's a local service. So he asked her to drive her the farthest away into town that - into the town that they are.",1,19,77
49,"He's surprised like she's spoken French, so they had a conversation about that. And she, and so then she drives him to like this store, and then she tells him it's 2 units. But then he's confused so she says, ""it's okay, you can pay me next time.” And she does some weird hand sign with her eye- with her, on her eye, saying that, like um, 'see you later' or something like that.",1,17,74
50,"So then he walks into the store, and then he goes over to the counter.",1,3,15
51,"He asks the clerk, um for a map, and then um, he asks, ""a colored or a black and white?” And the guy says, ""Oh, doesn't matter, just give me a map.” And so the guy like goes over, is thinking about it, grabs this, like pamphlet-map-thing, and gives it to him. It's the black and white one. He opens it, but it's like a very plain map. It just says the mountains. The mountains. Your village. So it's like, there's like no names. And so he asks, ""Oh, can I see, like, a bigger map with like, you can see more?” And so, he gives him the colored map, which is basically the same thing but in color. So he like is, like confused and upset. But then he like, somebody comes in and the clerk starts attending him. And he tells him, he did the same sign as the Asian girl, with the ha- with the circle, on her eye, and see you later kind of thing. So then he goes out, and I think that was that for that one.",1,48,183
52,"And then there's the one about the black hole, where um he was making copy, trying to make copies, but the copy machine wasn't really working with him. So he kicks the copy machine and then this sheet comes out with a huge black ink hole. And he's confused so he puts it on the side. And he's trying to make more copies.",1,17,63
53,"Meanwhile, he like places his coffee cup on top of the black hole. But then the cup goes inside, so, but he didn't notice that yet, until like he turned and he like looked at the hole and every time he would get close to it, it would make like a - a vibration sound. So he puts his hand in, takes out the coffee cup and then he's like very surprised so he folds up the sheet and he sees that it's just a sheet of paper, puts his hands in, and he sees that he can go through, whatever object - solid object - so then he gets an idea and takes the sheet over to the vending machine.",1,27,121
54,"and he sees that he can go through, whatever object - solid object - so then he gets an idea and takes the sheet over to the vending machine. And then sticks his hand in and is able to get a snickers bar out of the vending machine.",1,10,48
55,"And so then he gets a better idea about going to, I guess, grab the money from the company. So he goes over, meanwhile nobody's there, so it's like after hours. He started the day off wanting to leave. So then he goes over to the door, and puts the paper there and sticks his hand through the black hole, opens the door, goes in to the vaults, and then he places, he tapes a paper to the vault. And starts putting his hand in and taking out all the money out of the vault. But then he gets really greedy so then he goes to grab more and ends up putting his whole body inside of the vault. But then, the paper falls down and so he's stuck in the vault. So he's like knocking on the door of the vault.",1,33,142
56,"Okay, there's the post-it love thing where this girl is making a copy and uh like there's like a divider and there's two copy machines. There's a girl on the right side making copies, and a boy, a man, on the next side making copies. I guess they're in like a company, at their job. And then she- they look over at each other, and they smile.",1,16,67
57,"And so, they go back to their desks and, but when he goes back to his desk, he sees like a file folder and he's like confused, because he didn't see that before. He opens the file folder and he sees like a smiley face, with post-its. So then he looks around to see who it was, and he looks to his left and the girl looks over at the same time, and gets like shy and looks back. So he knew it was her.",1,17,85
58,"So then the next, then it shows like the next day, or like another part of the day, she was going to her desk - pulls up the blinds, and then sees that there's like a sun, made out of post-its, so he had done that for her. So then they start going back and forth with the post-its, um the next one I think was when he was in the restroom, was like fixing his tie. And a guy comes in to use the bathroom, closes the bathroom stall door, and there's like a cloud with a heart made out of post-its that she made for him.",1,24,108
59,"And then, she goes to a closet, um, and then she goes in turns on the light and there's like a bouquet of flowers made out of post-its. So then they're very excited. She's very excited so she grabs a whole bunch of post-its um and as she's coming out she like looks in a surprise, and like he had made this huge mural out of post-its of them two together, smiling. Their faces together and with hearts. And he was still working on it. And she was like very happy and like in her face, she was so surprised.",1,27,100
60,"There is this kid at the bus stop, with his headphones on. He looks hot and tired. He has a bag of ice cream - strawberry ice cream. And then this lady comes out of nowhere, her like, car, black SUV, and like, comes out of it, leaves the door open, and the car's just rolling away and I guess somebody says anything about it. So she's like on the, trying to talk on the payphone, and the payphone doesn't work, gets mad. ",1,24,84
61,"Um hits the payphone, and then walks over the kid at the bus stop and asks him to give her, to let her borrow his phone so that she can make an emergency call. And then um he lends her his phone, she walks away, calls this person, gets upset. Drop- knocks the phone on the floor, and breaks the phone.",1,17,61
62,"The kid at the bus stop, the guy at the bus stop is upset, and says, ""oh, can you give me 60 dollars to replace the phone? You broke my phone, you broke the phone.” Well he says, ""the phone is broken, can you give me 60 dollars for the phone?""",1,9,51
63,"Meanwhile this guy in this like, old 50s-looking car, drives, drives in and is at a distance. And um she walks away from the guy at the bus stop. And the guy is following her because he wants the money. And then the guy from the mys- the mysterious guy that just popped out of nowhere from the older car walks out. He's like this really tall guy with old suspenders like, older style kind of clothing.",1,22,77
64,"Walks out and like,  asks who, basically who the kid around from the bus stop is, and she says ""oh, he's a friend.” The kid from the bus stop is like, weirded out because basically he just wants the money, he doesn't know the lady. And then the lady's just like, ""where is she, where is she?” And then the guy, the older guy, basically says, ""you know who I am?"" to the bus stop - does he know who I am? - and then the bus stop kid says, ""oh, isn't that the mag- the person, this like some magician from somewhere?""",1,23,104
65,Um and pulls out a gun. And so he does like a magic trick and pulls out this like little gun. So they're aiming it at each other.,1,6,28
66,"And then the lady hears like a noise and goes to the trunk of the car - of the older car - and opens the trunk, and is like very surprised by what happened. Meanwhile, um, the magician guy is talking to the, to the bus stop kid, and telling him. Uh and then the bus stop kid tells him, ""oh, I just need my 60 dollars, and then he like just walks away, is trying to walk away, but then the magician guy says, ""I have something to show you.""And then he has like this scarf with this weird tomb-looking thing with a cross on it, and starts saying some weird, I guess, spell kind of thing.And the kid is just like, has a weird face, his eyes are rolling back and uh, he like, I guess, becomes like a dog.",1,42,142
67,"And the kid is just like, has a weird face, his eyes are rolling back and uh, he like, I guess, becomes like a dog. But meanwhile before he like really realized that, the lady comes with the gun and shoots the magician guy while he's trying to like, fix the situation because he looks at his paper. And he's says, he like realizes that maybe he said it wrong, so he's like reading over everything but before he can even do anything, the lady shoots the guy - the magician guy. And then when the magician is on the floor, he shoots her back.",1,28,105
68,"So they're both on the floor then the bus stop kid is just barking, and barking, then he hears barks back so he's like um following the barks.And then, I guess the person that was, the girl that the lady was looking for, that was in the trunk was also turned into kind of like an animal, maybe like,  Hypnotized, I guess. They were both like dogs, and they were barking at each other and acting like dogs, and then they just like walk away with each other.",1,20,89
